token,lemma_guess,tag,sentence,category
می‌کنم,می‌کن,V_PRS_POS_1,( اعتراف می‌کنم که نمی‌شود بدون استعداد ) به معنای داشتن زمینه و ظرفیتهای لازم ( و صرفا با مرور فنون ، فیلمنامه‌نویس موفق یا هر چیز موفق دیگری شد .,verbal
خوانده‌ام,خوانده‌ا,V_PA_NAR_POS_1,جایی خوانده‌ام که آمار شاعران ، آماری میلیونی است .,verbal
هستم,هست,V_PRS_POS_1,* من کوچکتر از آن هستم که به جوانها پیامی بدهم ، ولی ... !,verbal
بدهم,بده,V_SUB_POS_1,* من کوچکتر از آن هستم که به جوانها پیامی بدهم ، ولی ... !,verbal
می‌کردم,می‌کرد,V_PA_PRG_POS_1,فکر می‌کردم سوالهای این‌جوری‌تان تمام شد .,verbal
رفیقم,رفیق,V_PRE_ADJC_1,... با مهدی سجاده‌چی هم خیلی رفیقم !,copular
کنم,کن,V_SUB_POS_1,* اگر منظورتان سریال تلویزیونی است ، « دایی‌جان ناپلاون » ؛ اگر منظورتان فیلم سینمایی است که باید سی چهل تایی ردیف کنم .,verbal
خسته‌ام,خسته‌ا,V_PRE_ADJC_1,اگر موضوعی ضروری ناگفته باقی مانده ... * خسته‌ام کردید !,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم خواننده خسته نشود .,copular
خواستارم,خواستار,V_PRE_ADJC_1,* در پایان توفیق همه دست‌اندرکاران این برنامه از پخش ، نودال ، ماهواره ، هماهنگی ، حمل‌و‌نقل و ... را خواستارم ، و توفیق شما .,copular
نمی‌توانم,نمی‌توان,V_PRS_NEG_1,* نمی‌توانم حرفه گویندگی را کاملا کاری هنری بدانم .,verbal
بدانم,بدان,V_SUB_POS_1,* نمی‌توانم حرفه گویندگی را کاملا کاری هنری بدانم .,verbal
می‌توانم,می‌توان,V_AUX_INF_PPRS_1,ولی من به جرات می‌توانم بگویم چیزی که خیلی مهم است ، محتوای برنامه رادیویی است .,verbal
ندارم,ندار,V_PRS_NEG_1,من اصولا برنامه‌های شعاری را حتی اگر دارای زیباترین متن هم باشند ، دوست ندارم ؛ حتی اگر آن را اجرا هم بکنم .,verbal
بکنم,بکن,V_SUB_POS_1,من اصولا برنامه‌های شعاری را حتی اگر دارای زیباترین متن هم باشند ، دوست ندارم ؛ حتی اگر آن را اجرا هم بکنم .,verbal
کردم,کرد,V_PA_SIM_POS_1,* همان‌طور‌که عرض کردم ، هر برنامه‌ای زبان خاص خودش را می‌طلبد ، ولی ازآن‌جاکه محتوای اغلب برنامه‌های رادیویی باید بازتاب حرفهای مردم و نیازهای آنان باشد ، زبان رایج در میان مردم ، زبان غالب در برنامه‌های رادیویی است .,verbal
باشم,باش,V_AUX_INF_PSUB_1,این را من از دیدگاه یک شنونده می‌گویم ، چون قبل از این که گوینده باشم ، شنونده هستم .,verbal
هستم,هست,V_PRS_POS_1,این را من از دیدگاه یک شنونده می‌گویم ، چون قبل از این که گوینده باشم ، شنونده هستم .,verbal
باشم,باش,V_AUX_INF_PSUB_1,* در پایان از شما تشکر می‌کنم که به یک گوینده تازه‌کار توجه کردید ؛ و از پیش‌کسوتان خودم در این حرفه عذرخواهی می‌کنم ، اگر جسارت کرده و قبل از آنها در این مصاحبه شرکت کرده باشم .,verbal
کردم,کرد,V_PA_SIM_POS_1,بخش گزارش که در آن - همان‌طور‌که عرض کردم - با دانشجویان و اساتید صحبت می‌شود .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,* امیدوارم بتوانیم مسائل مورد توجه مخاطبان را تهیه کنیم و در اختیارشان قرار دهیم .,copular
شدم,شد,V_PA_SIM_POS_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,verbal
هستم,هست,V_PRS_POS_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,verbal
خوشحالم,خوشحال,V_PRE_ADJC_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,copular
باشم,باش,V_AUX_INF_PSUB_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,verbal
کنم,کن,V_SUB_POS_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,verbal
می‌نویسم,می‌نویس,V_PRS_POS_1,اغراق نیست اگر می‌گویم تصاویر متحرک ، و بی‌انصافی نیست اگر می‌نویسم تصاویر واژگونه و کژومژ ؛ چون واقعیت این است و واقعیت همواره تلخ بوده است .,verbal
خواهم,خواه,V_AUX_INF_PF_1,اگر شیرش را بدوشی ، برای او خواهم برد .,verbal
دارم,دار,V_PRS_POS_1,!هنری! # من هر چه دارم ، از تئاتر است .,verbal
مشغولم,مشغول,V_PRE_ADJC_1,* [ می‌خندد ] نه ، مشغولم .,copular
خواهم,خواه,V_AUX_INF_PF_1,اگر بستر فراهم باشد ، قطعا خواهم بود .,verbal
هستم,هست,V_PRS_POS_1,* همه می‌دانند که من بازیگر تئاتر هستم .,verbal
داشتم,داشت,V_PA_SIM_POS_1,طی سه سال گذشته با سه فیلم در جشنواره فیلم فجر شرکت داشتم و اصلا هم منتظر جایزه نبودم .,verbal
نبودم,نبود,V_PA_SIM_NEG_1,طی سه سال گذشته با سه فیلم در جشنواره فیلم فجر شرکت داشتم و اصلا هم منتظر جایزه نبودم .,verbal
می‌برم,می‌بر,V_PRS_POS_1,این مهم می‌تواند تشویق‌کننده خوبی باشد ، چون گمان می‌برم که همیشه در مقابل حرفه‌ام مساولیت لازم را داشته‌ام .,verbal
داشته‌ام,داشته‌ا,V_PA_NAR_POS_1,این مهم می‌تواند تشویق‌کننده خوبی باشد ، چون گمان می‌برم که همیشه در مقابل حرفه‌ام مساولیت لازم را داشته‌ام .,verbal
متشکرم,متشکر,V_PRE_ADJC_1,* متشکرم .,copular
خواهم,خواه,V_AUX_INF_PF_1,اگر چنین تیپی پیشنهاد شود ، همه تلاشم را برای درست بازی کردن آن خواهم کرد .,verbal
می‌خواهم,می‌خواه,V_PRS_POS_1,می‌خواهم بگویم همیشه تعلقاتی در این زمینه داشته‌ام .,verbal
داشته‌ام,داشته‌ا,V_PA_NAR_POS_1,می‌خواهم بگویم همیشه تعلقاتی در این زمینه داشته‌ام .,verbal
کرده‌ام,کرده‌ا,V_PA_NAR_POS_1,اما تیپ‌های جدی مختلف با گرایش‌های اجتماعی ، عشقی و ... هم بوده که من آنها را بازی کرده‌ام .,verbal
ندارم,ندار,V_PRS_NEG_1,بیش از این در این مقطع توضیحی ندارم .,verbal
نمی‌کنم,نمی‌کن,V_PRS_NEG_1,* نه ، گمان نمی‌کنم این طور باشد .,verbal
ندارم,ندار,V_PRS_NEG_1,دوست ندارم این طور قضاوت شود .,verbal
قائلم,قائل,V_PRE_ADJC_1,البته من به دلیل حرمتی که برای حرفه‌ام قائلم ، چنین نکرده‌ام .,copular
نکرده‌ام,نکرده‌ا,V_PA_NAR_NEG_1,البته من به دلیل حرمتی که برای حرفه‌ام قائلم ، چنین نکرده‌ام .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که جوانان با دیدی بازتر به این جرگه قدم بگذارند .,copular
دارم,دار,V_PRS_POS_1,* دوست دارم تا پایان عمرم در این حیطه فعال باشم .,verbal
باشم,باش,V_AUX_INF_PSUB_1,* دوست دارم تا پایان عمرم در این حیطه فعال باشم .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,و بسیار امیدوارم که بتوانم تا آن زمان نقش مورد علاقه‌ام را در حد و اندازه تجربیاتم بازی کنم .,copular
بتوانم,بتوان,V_SUB_POS_1,و بسیار امیدوارم که بتوانم تا آن زمان نقش مورد علاقه‌ام را در حد و اندازه تجربیاتم بازی کنم .,verbal
کنم,کن,V_SUB_POS_1,و بسیار امیدوارم که بتوانم تا آن زمان نقش مورد علاقه‌ام را در حد و اندازه تجربیاتم بازی کنم .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم موفق باشید .,copular
نمی‌دانم,نمی‌دان,V_PRS_NEG_1,* باور کنید که که خودم هم نمی‌دانم .,verbal
نداشته‌ام,نداشته‌ا,V_PA_NAR_NEG_1,دیر‌زمانی است که پیشنهاد بازی برای فیلم نداشته‌ام ، ولی تا دلتان بخواهد پیشنهاد بازی در سریال‌های تلویزیونی داشته‌ام .,verbal
داشته‌ام,داشته‌ا,V_PA_NAR_POS_1,دیر‌زمانی است که پیشنهاد بازی برای فیلم نداشته‌ام ، ولی تا دلتان بخواهد پیشنهاد بازی در سریال‌های تلویزیونی داشته‌ام .,verbal
نتوانستم,نتوانست,V_PA_SIM_NEG_1,اما نتوانستم این پیشنهادها را به علت میزبانی فرزندان عزیزم که ساکن غربت هستند و هر سال مدت کوتاهی به دیدن ما می‌آیند ، بپذیرم .,verbal
بپذیرم,بپذیر,V_SUB_POS_1,اما نتوانستم این پیشنهادها را به علت میزبانی فرزندان عزیزم که ساکن غربت هستند و هر سال مدت کوتاهی به دیدن ما می‌آیند ، بپذیرم .,verbal
داشتم,داشت,V_PA_SIM_POS_1,حقیقتا دوست داشتم از لحظه لحظه زمان برای بودن با بچه‌هایم لذت ببرم .,verbal
ببرم,ببر,V_SUB_POS_1,حقیقتا دوست داشتم از لحظه لحظه زمان برای بودن با بچه‌هایم لذت ببرم .,verbal
خوشحالم,خوشحال,V_PRE_ADJC_1,به‌هرحال در تاریخ سینمای ایران این‌چنین ثبت شده و من نیز از این قضیه خوشحالم ، اما این که پس از آن فرصت تکرار این تجربه فراهم نشد ، به تقدیر برمی‌گردد .,copular
خوشحالم,خوشحال,V_PRE_ADJC_1,* من از وجود این همه علاقه‌مند به این حرفه خوشحالم .,copular
شده‌ام,شده‌ا,V_PA_NAR_POS_1,در این زمینه خیلی بی‌حوصله و تنبل شده‌ام .,verbal
دیدم,دید,V_PA_SIM_POS_1,الان دقیقا یادم نمی‌آید آخرین فیلمی که دیدم چه زمانی بود !,verbal
هستم,هست,V_PRS_POS_1,گاهی هم بیننده بعضی از سریال‌های تلویزیون هستم که چندان راضی‌کننده نیستند .,verbal
هستم,هست,V_PRS_POS_1,* روزها مشغول رتق‌و‌فتق امور منزل و بیشتر حل جدول هستم .,verbal
کرده‌ام,کرده‌ا,V_PA_NAR_POS_1,به حل جدول بسیار علاقه پیدا کرده‌ام .,verbal
شده‌ام,شده‌ا,V_PA_NAR_POS_1,[ می‌خندد ] به گونه‌ای معتاد شده‌ام .,verbal
کنم,کن,V_SUB_POS_1,فکر کنم برای ترک اعتیاد باید بستری شوم !,verbal
شوم,شو,V_SUB_POS_1,فکر کنم برای ترک اعتیاد باید بستری شوم !,verbal
قائلم,قائل,V_PRE_ADJC_1,# من برای مخاطب ارزش قائلم .,copular
هستم,هست,V_PRS_POS_1,من عاشق حرفه خود هستم و نمی‌توانم به این سادگی‌ها از آن بگذرم .,verbal
نمی‌توانم,نمی‌توان,V_PRS_NEG_1,من عاشق حرفه خود هستم و نمی‌توانم به این سادگی‌ها از آن بگذرم .,verbal
بگذرم,بگذر,V_SUB_POS_1,من عاشق حرفه خود هستم و نمی‌توانم به این سادگی‌ها از آن بگذرم .,verbal
گذرانده‌ام,گذرانده‌ا,V_PA_NAR_POS_1,شرایط هم اگر نامطلوب باشد ، بر منی که عمرم را در این وادی گذرانده‌ام ، تاثیرگذار نخواهد بود .,verbal
هستم,هست,V_PRS_POS_1,* اساسا من برای مخاطب خود ارزش قائل هستم .,verbal
نشده‌ام,نشده‌ا,V_PA_NAR_NEG_1,* خیر ، هیچ‌وقت از این انتخاب پشیمان نشده‌ام .,verbal
می‌کردم,می‌کرد,V_PA_PRG_POS_1,چون اگر فکر می‌کردم که دوست دارم کار دیگری را تجربه کنم ، همان ابتدای کار به این امر مبادرت می‌کردم .,verbal
دارم,دار,V_PRS_POS_1,چون اگر فکر می‌کردم که دوست دارم کار دیگری را تجربه کنم ، همان ابتدای کار به این امر مبادرت می‌کردم .,verbal
کنم,کن,V_SUB_POS_1,چون اگر فکر می‌کردم که دوست دارم کار دیگری را تجربه کنم ، همان ابتدای کار به این امر مبادرت می‌کردم .,verbal
یافته‌ام,یافته‌ا,V_PA_NAR_POS_1,اما من خود را در این هنر یافته‌ام و در آن باقی می‌مانم .,verbal
می‌مانم,می‌مان,V_PRS_POS_1,اما من خود را در این هنر یافته‌ام و در آن باقی می‌مانم .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که خدا هم توفیق بدهد .,copular
دارم,دار,V_PRS_POS_1,# « تا جمعه » را به خاطر بداهه‌کاری دوست دارم .,verbal
شده‌ام,شده‌ا,V_PA_NAR_POS_1,من که مجری شده‌ام .,verbal
می‌پسندم,می‌پسند,V_PRS_POS_1,من اساسا نقشی را می‌پسندم که در بطن خود بازی داشته باشد .,verbal
دارم,دار,V_PRS_POS_1,مضاف بر این که حال‌و‌هوای این برنامه و همکاری با محمد‌صالح علا را خیلی دوست دارم .,verbal
ممنونم,ممنون,V_PRE_NC_1,* من هم از تماستان ممنونم .,verbal
بیام,بیا,V_SUB_POS_1,احمد : هنوز دیرم نشده [ به ساعت اشاره می‌کند ، نیم ساعت مانده به زنگ ] ولی تا بیام دست‌و‌رومو بشورم و صبحونه بخورم دیرم شده ، خب !,verbal
بشورم,بشور,V_SUB_POS_1,احمد : هنوز دیرم نشده [ به ساعت اشاره می‌کند ، نیم ساعت مانده به زنگ ] ولی تا بیام دست‌و‌رومو بشورم و صبحونه بخورم دیرم شده ، خب !,verbal
بخورم,بخور,V_SUB_POS_1,احمد : هنوز دیرم نشده [ به ساعت اشاره می‌کند ، نیم ساعت مانده به زنگ ] ولی تا بیام دست‌و‌رومو بشورم و صبحونه بخورم دیرم شده ، خب !,verbal
می‌تونم,می‌تون,V_PRS_POS_1,پس امشب می‌تونم بگم قبول باشه .,verbal
بگم,بگ,V_SUB_POS_1,پس امشب می‌تونم بگم قبول باشه .,verbal
می‌بینم,می‌بین,V_PRS_POS_1,[ راه می‌افتد ] می‌بینم دلم داره یه جوری می‌شه .,verbal
می‌دونم,می‌دون,V_PRS_POS_1,چه می‌دونم .,verbal
روزه‌م,روزه‌,V_PRE_NC_1,ا ... [ زبان درمی‌آورد ] روزه‌م .,verbal
بدم,بد,V_SUB_POS_1,مادر : نزدیک بود یادم بره [ بالاخره گره باز می‌شود ] اینو بابات داد بهت بدم [ ده‌تومانی را به طرفش دراز می‌کند ] گفت : شیرینی روزه گرفتنت .,verbal
روزه‌م,روزه‌,V_PRE_NC_1,احمد : ببین من روزه‌م .,verbal
روزه‌م,روزه‌,V_PRE_NC_1,محمود : منم روزه‌م .,verbal
ببینم,ببین,V_SUB_POS_1,ببینم حسینی ، تو ... [ زیرچشمی به احمد می‌نگرد ، احمد سر به زیر دارد ] روزه‌ای ؟,verbal
دارم,دار,V_PRS_POS_1,محمود : [ گله‌مند و درعین‌حال کمی طلبکارانه ] دارم خداحافظی می‌کنم ... فکرشو نکن ، هفت ساعت که چیزی نیست .,verbal
کنم,کن,V_SUB_POS_1,پدر : [ به مادر ] اگه کاری هست ، کمک کنم .,verbal
کنم,کن,V_SUB_POS_1,مریم : این مساله رو حل کنم ، چشم .,verbal
میارم,میار,V_PRS_POS_1,خودم میارم ، خب پدر نیم‌خیز می‌شود که از جا بلند شود .,verbal
خواستم,خواست,V_PA_SIM_POS_1,مادر : [ با شوخی ] نه ، نه ، خواستم ثوابی هم برده باشد .,verbal
کنم,کن,V_SUB_POS_1,بیا خودم کمکت کنم .,verbal
بمیرم,بمیر,V_SUB_POS_1,مادر : بمیرم الهی ، ببین صورتش چطور شده ، بچه‌م !,verbal
میدم,مید,V_PRS_POS_1,پدر : احمد بگو ، قول میدم کاری بهت نداشته باشم ، بابا !,verbal
باشم,باش,V_AUX_INF_PSUB_1,پدر : احمد بگو ، قول میدم کاری بهت نداشته باشم ، بابا !,verbal
نتونستم,نتونست,V_PA_SIM_NEG_1,احمد [ هق‌هق‌کنان ] روزه‌مو ... نتونستم ... جلو خودمو بگیرم [ .,verbal
بگیرم,بگیر,V_SUB_POS_1,احمد [ هق‌هق‌کنان ] روزه‌مو ... نتونستم ... جلو خودمو بگیرم [ .,verbal
خوردم,خورد,V_PA_SIM_POS_1,به دست مریم اشاره می‌کند ، انگار که گزها مقصرند ] روزه‌مو ... روزه‌مو ... خوردم .,verbal
بودم,بود,V_PA_SIM_POS_1,قبلا بخشی از ذهنم را معضلات اجتماعی به خود مشغول کرده بود و یکی - دو تا طرح داستانی هم نوشته بودم که به مدیر گروه دادم و همین طرحهای داستانی باعث شد که گروه اجتماعی شبکه سه بگوید که این ژانر را مستند کار کن و من هم پذیرفتم و شروع به کار کردیم .,verbal
دادم,داد,V_PA_SIM_POS_1,قبلا بخشی از ذهنم را معضلات اجتماعی به خود مشغول کرده بود و یکی - دو تا طرح داستانی هم نوشته بودم که به مدیر گروه دادم و همین طرحهای داستانی باعث شد که گروه اجتماعی شبکه سه بگوید که این ژانر را مستند کار کن و من هم پذیرفتم و شروع به کار کردیم .,verbal
پذیرفتم,پذیرفت,V_PA_SIM_POS_1,قبلا بخشی از ذهنم را معضلات اجتماعی به خود مشغول کرده بود و یکی - دو تا طرح داستانی هم نوشته بودم که به مدیر گروه دادم و همین طرحهای داستانی باعث شد که گروه اجتماعی شبکه سه بگوید که این ژانر را مستند کار کن و من هم پذیرفتم و شروع به کار کردیم .,verbal
کردم,کرد,V_PA_SIM_POS_1,برای همین ، مدتی که از پیش‌تولید گذشت ، با یک جور ممیزی درونی شروع کردم به کار .,verbal
بودم,بود,V_PA_SIM_POS_1,مضاف بر این که در این مورد با مساولان شبکه هم دائم برای مشورت در ارتباط بودم .,verbal
بخواهم,بخواه,V_SUB_POS_1,» در‌کل ، اگر بخواهم در اینجا درباره تمام معضلات صحبت کنم ، خیلی حرفها هست که باید گفته شود و فکر نمی‌کنم زیاد با وقتمان جور دربیاید .,verbal
نمی‌کنم,نمی‌کن,V_PRS_NEG_1,» در‌کل ، اگر بخواهم در اینجا درباره تمام معضلات صحبت کنم ، خیلی حرفها هست که باید گفته شود و فکر نمی‌کنم زیاد با وقتمان جور دربیاید .,verbal
می‌توانم,می‌توان,V_AUX_INF_PPRS_1,فقط می‌توانم بگویم که به دریایی رسیدیم که رفتن توی این دریا با خودمان بود ، ولی بیرون آمدنش با خدا ؛ به طوری که من اواسط کار حتی دچار مشکلات روحی و روانی شدم .,verbal
شدم,شد,V_PA_SIM_POS_1,فقط می‌توانم بگویم که به دریایی رسیدیم که رفتن توی این دریا با خودمان بود ، ولی بیرون آمدنش با خدا ؛ به طوری که من اواسط کار حتی دچار مشکلات روحی و روانی شدم .,verbal
باز‌ماندم,باز‌ماند,V_PA_SIM_POS_1,با دیدن و بررسی این همه معضلات یک ماه تمام از انجام دادن کار باز‌ماندم .,verbal
کردم,کرد,V_PA_SIM_POS_1,* من معضلات فرهنگی را به این خاطر عنوان کردم که وقتی وارد جامعه شدیم و رفتیم بین مردم ، با این دید که معضلاتی هست و می‌خواهیم این معضلات را بررسی کنیم ، با آدمها تک‌تک صحبت کردیم توی زندان ، توی پارک ، دختر و پسرهای فراری ، بچه‌های گدا ، و سارق - که همه اینها به یک چیز برمی‌گردد : بنیان سست خانواده .,verbal
دیدم,دید,V_PA_SIM_POS_1,وقتی آمدیم بنیان سست فرهنگ خانواده را بررسی کردیم ، دیدم که بعضی از مسائل فرهنگی حالا اشتباهی جزو سنت ماست .,verbal
کردم,کرد,V_PA_SIM_POS_1,درحالی‌که اگر اندکی متون اسلامی را مطالعه کنیم ، می‌بینیم که چقدر مسائل معضل‌ساز نهی شده‌اند ) این مساله را من اشاره کردم چون دیده‌ام که بعضی‌ها سریع اینها را به اسلام و مذهب ربط می‌دهند ( .,verbal
دیده‌ام,دیده‌ا,V_PA_NAR_POS_1,درحالی‌که اگر اندکی متون اسلامی را مطالعه کنیم ، می‌بینیم که چقدر مسائل معضل‌ساز نهی شده‌اند ) این مساله را من اشاره کردم چون دیده‌ام که بعضی‌ها سریع اینها را به اسلام و مذهب ربط می‌دهند ( .,verbal
دارم,دار,V_PRS_POS_1,* من به عنوان تهیه‌کننده و کارگردان 26 قسمت اول ، باید بگویم ، تحصیلاتی که دارم هنری است و در مورد معضلات اجتماعی فقط می‌توانم به دیده‌ها و تجربه‌هایم اکتفا کنم .,verbal
می‌توانم,می‌توان,V_AUX_INF_PPRS_1,* من به عنوان تهیه‌کننده و کارگردان 26 قسمت اول ، باید بگویم ، تحصیلاتی که دارم هنری است و در مورد معضلات اجتماعی فقط می‌توانم به دیده‌ها و تجربه‌هایم اکتفا کنم .,verbal
می‌گفتم,می‌گفت,V_PA_PRG_POS_1,اما چیزی را همیشه به آنها می‌گفتم .,verbal
می‌گفتم,می‌گفت,V_PA_PRG_POS_1,می‌گفتم من که هنر خواندم ، همیشه سعی می‌کنم مسائل تاوری را جوری به کار نبرم که معلوم باشد ؛ سعی می‌کنم پشتوانه کارم باشد .,verbal
خواندم,خواند,V_PA_SIM_POS_1,می‌گفتم من که هنر خواندم ، همیشه سعی می‌کنم مسائل تاوری را جوری به کار نبرم که معلوم باشد ؛ سعی می‌کنم پشتوانه کارم باشد .,verbal
نبرم,نبر,V_SUB_NEG_1,می‌گفتم من که هنر خواندم ، همیشه سعی می‌کنم مسائل تاوری را جوری به کار نبرم که معلوم باشد ؛ سعی می‌کنم پشتوانه کارم باشد .,verbal
بدهم,بده,V_SUB_POS_1,* عقیلی : من این را توضیح بدهم بعد اگر دوستان توضیحی دارند بدهند .,verbal
نشستم,نشست,V_PA_SIM_POS_1,چون این سوالی است که خودم نشستم ببینم که راهکاری در برنامه می‌بینیم یا نه .,verbal
ببینم,ببین,V_SUB_POS_1,چون این سوالی است که خودم نشستم ببینم که راهکاری در برنامه می‌بینیم یا نه .,verbal
بودم,بود,V_PA_SIM_POS_1,* البته در این مورد که شما فرمودید ، خودم یا بچه‌ها می‌آمدند بعضی اوقات بازتاب برنامه را خیلی جاها من دیده بودم که آدمها زنگ می‌زنند .,verbal
بودم,بود,V_PA_SIM_POS_1,مثلا آقا پسری زنگ زد و گفت که من شب قبل تصمیم نهایی خودم را گرفته بودم که با رفقایم برویم دزدی و دست به سرقت بزنیم .,verbal
دیدم,دید,V_PA_SIM_POS_1,اما دیشب برنامه شما را دیدم و منصرف شدم .,verbal
شدم,شد,V_PA_SIM_POS_1,اما دیشب برنامه شما را دیدم و منصرف شدم .,verbal
گفتم,گفت,V_PA_SIM_POS_1,گفتم همین یکی هم اگر باشد خوب است ؛ اما من سوال شما را درست متوجه نشدم .,verbal
نشدم,نشد,V_PA_SIM_NEG_1,گفتم همین یکی هم اگر باشد خوب است ؛ اما من سوال شما را درست متوجه نشدم .,verbal
کردم,کرد,V_PA_SIM_POS_1,عرض کردم که مخاطب ما عادت دارد پیام مستقیم بشنود و مستقیما حکم بشنود و راه‌حل پیدا کند .,verbal
می‌خواهم,می‌خواه,V_PRS_POS_1,اما می‌خواهم ببینم در مورد مخاطبی که دوست دارد مقداری پیام مستقیم بشنود ، دچار مشکل نشدید و مساله‌ای نداشتید ؟,verbal
ببینم,ببین,V_SUB_POS_1,اما می‌خواهم ببینم در مورد مخاطبی که دوست دارد مقداری پیام مستقیم بشنود ، دچار مشکل نشدید و مساله‌ای نداشتید ؟,verbal
بدهم,بده,V_SUB_POS_1,وقتی من با رسانه‌ای مثل تلویزیون و تصویر سروکار دارم ، خودم را باید تطبیق بدهم با این وجه تصویر .,verbal
بسازم,بساز,V_SUB_POS_1,قرار نیست من کار سمعی بسازم .,verbal
بسازم,بساز,V_SUB_POS_1,قرار است کار بصری بسازم و چون رسانه تصویر را انتخاب کردم ، باید از آن زبان و تکنیک و از آن ترفندها استفاده کنم تا پیام خودم را بتوانم انتقال بدهم .,verbal
کردم,کرد,V_PA_SIM_POS_1,قرار است کار بصری بسازم و چون رسانه تصویر را انتخاب کردم ، باید از آن زبان و تکنیک و از آن ترفندها استفاده کنم تا پیام خودم را بتوانم انتقال بدهم .,verbal
بتوانم,بتوان,V_SUB_POS_1,قرار است کار بصری بسازم و چون رسانه تصویر را انتخاب کردم ، باید از آن زبان و تکنیک و از آن ترفندها استفاده کنم تا پیام خودم را بتوانم انتقال بدهم .,verbal
بدهم,بده,V_SUB_POS_1,قرار است کار بصری بسازم و چون رسانه تصویر را انتخاب کردم ، باید از آن زبان و تکنیک و از آن ترفندها استفاده کنم تا پیام خودم را بتوانم انتقال بدهم .,verbal
