token,lemma_guess,tag,sentence,category
می‌آورم,می‌آور,V_PRS_POS_1,یک جایی من خودم را می‌آورم پایین‌تر از مخاطب ، برای این که حرفم را به او بزنم .,verbal
بزنم,بزن,V_SUB_POS_1,یک جایی من خودم را می‌آورم پایین‌تر از مخاطب ، برای این که حرفم را به او بزنم .,verbal
بدهم,بده,V_SUB_POS_1,یک جایی هم می‌گویم : مخاطب تو خودت باید بدوی ؛ تا کی من باید به این عقب‌ماندگی تو جواب مثبت بدهم ؟,verbal
شنیدم,شنید,V_PA_SIM_POS_1,* من هم شنیدم که مقام معظم رهبری از این برنامه استقبال کرده‌اند و آقای لاریجانی هم همین طور .,verbal
ندارم,ندار,V_PRS_NEG_1,شک ندارم که روزی فرا‌می‌رسد که همین افکار و راهکارها زمینه‌ای می‌شود برای تشکیل همان دژ مستحکم فرهنگی ، اما ترسی که دارم این است که بی‌توجهی باعث نابودی انگیزه شود .,verbal
دیدم,دید,V_PA_SIM_POS_1,زمانی که من این بخش را دیدم احساس جالبی داشتم .,verbal
داشتم,داشت,V_PA_SIM_POS_1,زمانی که من این بخش را دیدم احساس جالبی داشتم .,verbal
می‌خواستم,می‌خواست,V_PA_PRG_POS_1,حالا برای این که بحث را باز کنیم ، می‌خواستم بپرسم که هدف شما از گنجاندن این بخش ، یعنی گفت‌وگوهای هنرمندان در مورد هر بخشی از برنامه ، مثل فقر ، بزهکاری و دزدی چه بود ؟,verbal
بپرسم,بپرس,V_SUB_POS_1,حالا برای این که بحث را باز کنیم ، می‌خواستم بپرسم که هدف شما از گنجاندن این بخش ، یعنی گفت‌وگوهای هنرمندان در مورد هر بخشی از برنامه ، مثل فقر ، بزهکاری و دزدی چه بود ؟,verbal
گفتم,گفت,V_PA_SIM_POS_1,شاید کار به این مشکلی سه برابر حالت قبل که گفتم ، زحمت داشته باشد .,verbal
نمی‌گیرم,نمی‌گیر,V_PRS_NEG_1,* عقیلی : یکی از مشکلاتی که ما داشتیم در دعوت از عزیزان - حالا من از ایشان ایراد نمی‌گیرم - و این به خاطر برخورد بد برنامه‌سازهاست ، این است که به این عزیزان وقتی می‌گویید بفرمایید فلان برنامه صحبت کنید ، سریع می‌گویند می‌خواهیم برویم آنجا بگویند چند سالته ؟,verbal
حاضرم,حاضر,V_PRE_ADJC_1,آقای ابوالفضل جلیلی گفت من حاضرم در تمام مسائل با شما همکاری کنم ؛ چقدر جو خوب و دوستانه و جدی‌ای دارید ؛ این جمع به یک جایی می‌رسد ؛ این جمع به هدفش می‌رسد .,copular
حاضرم,حاضر,V_PRE_ADJC_1,یا خانم اکرم محمدی حتی گفت من حاضرم بدون چشمداشت مالی مجری شما بشوم ، یا آقای جهانگیر الماسی .,copular
بشوم,بشو,V_SUB_POS_1,یا خانم اکرم محمدی حتی گفت من حاضرم بدون چشمداشت مالی مجری شما بشوم ، یا آقای جهانگیر الماسی .,verbal
بودم,بود,V_PA_SIM_POS_1,در مورد این بخش هم بگویم که طراح صحنه خودم بودم .,verbal
می‌دادم,می‌داد,V_PA_PRG_POS_1,البته در اجرا خانم گوهرشادی و آقای ایراندوست کمکم می‌کردند ، ولی طرحها را خودم می‌دادم .,verbal
بیاورم,بیاور,V_SUB_POS_1,فکرم این بود که به این وسیله یک فضای خیلی دلگیر و وهم‌آلود به وجود بیاورم و این که انسان شایسته نیست در این فضا باشد .,verbal
خواستم,خواست,V_PA_SIM_POS_1,درست جایگاهی که انسان باید در آنجا باشد ؛ یعنی من خواستم این تضاد دربیاید .,verbal
می‌کردم,می‌کرد,V_PA_PRG_POS_1,از هر کی می‌دیدیم می‌پرسیدیم چه حسی دارید ، می‌گفت کاشکی آن ور مصاحبه می‌کردم .,verbal
گفتم,گفت,V_PA_SIM_POS_1,گفتم دقیقا همان چیزی است که من می‌خواستم ؛ یعنی بیننده بعد از دیدن این حرفها بگوید که آدمی که می‌رود دزدی می‌کند ، به خاطر این مسائل می‌آید جایی ، می‌گوید چقدر اشتباه کردم ، آنجا جایگاهی است که در آن خدا چیزی برای انسان خلق کرده ، نه اینجا .,verbal
می‌خواستم,می‌خواست,V_PA_PRG_POS_1,گفتم دقیقا همان چیزی است که من می‌خواستم ؛ یعنی بیننده بعد از دیدن این حرفها بگوید که آدمی که می‌رود دزدی می‌کند ، به خاطر این مسائل می‌آید جایی ، می‌گوید چقدر اشتباه کردم ، آنجا جایگاهی است که در آن خدا چیزی برای انسان خلق کرده ، نه اینجا .,verbal
کردم,کرد,V_PA_SIM_POS_1,گفتم دقیقا همان چیزی است که من می‌خواستم ؛ یعنی بیننده بعد از دیدن این حرفها بگوید که آدمی که می‌رود دزدی می‌کند ، به خاطر این مسائل می‌آید جایی ، می‌گوید چقدر اشتباه کردم ، آنجا جایگاهی است که در آن خدا چیزی برای انسان خلق کرده ، نه اینجا .,verbal
زدم,زد,V_PA_SIM_POS_1,* عقیلی : من این سه تا اتود را هم زدم .,verbal
می‌خواهم,می‌خواه,V_PRS_POS_1,می‌خواهم ببینم که شما چطور به این ساخت رسیدید ؟,verbal
ببینم,ببین,V_SUB_POS_1,می‌خواهم ببینم که شما چطور به این ساخت رسیدید ؟,verbal
بتوانم,بتوان,V_SUB_POS_1,اما در مونتاژ بیشترین ضرر را دادیم ؛ یعنی شاید بتوانم بگویم مونتاژ این برنامه هر قسمتش حدود سیصد هزار تومان برای ما تمام شد .,verbal
می‌توانم,می‌توان,V_AUX_INF_PPRS_1,به جرات می‌توانم بگویم که شکلی که از این برنامه در ابتدای کار داشتیم با شکلی که الان به دست آوردیم ، کاملا متفاوت است .,verbal
می‌بینم,می‌بین,V_PRS_POS_1,* عقیلی : عرض کنم خدمت شما که ریشه تمام معضلات را در فرهنگ جامعه می‌بینم .,verbal
دیدم,دید,V_PA_SIM_POS_1,من قاطعانه به شما می‌گویم 99 درصد کسانی که دلار و کوپن و از این چیزها می‌فروشند از دور دستی در یکی از کارهای خلاف جامعه دارند ، و چون برمی‌گردیم به بافت اجتماعی‌مان ، همه اینها باز به آن تربیت برمی‌گردد ، به فرهنگ ؛ یعنی من هر چه را دیدم رسیده به فرهنگ و برای همین گفتم فرهنگ .,verbal
گفتم,گفت,V_PA_SIM_POS_1,من قاطعانه به شما می‌گویم 99 درصد کسانی که دلار و کوپن و از این چیزها می‌فروشند از دور دستی در یکی از کارهای خلاف جامعه دارند ، و چون برمی‌گردیم به بافت اجتماعی‌مان ، همه اینها باز به آن تربیت برمی‌گردد ، به فرهنگ ؛ یعنی من هر چه را دیدم رسیده به فرهنگ و برای همین گفتم فرهنگ .,verbal
ندارم,ندار,V_PRS_NEG_1,باءین‌حال ، من قبول ندارم که فقط فقر باعث ارتکاب جرایم می‌شود .,verbal
می‌کردم,می‌کرد,V_PA_PRG_POS_1,* من بار اولم بود که در زمینه دستیاری کارگردان کار می‌کردم ، چون کار اصلی من بازیگری است .,verbal
می‌کردم,می‌کرد,V_PA_PRG_POS_1,اولین بار بود که کار می‌کردم و فکر می‌کنم که در این کار زیاد اذیت کردم و زیاد پرکار نبودم .,verbal
نبودم,نبود,V_PA_SIM_NEG_1,اولین بار بود که کار می‌کردم و فکر می‌کنم که در این کار زیاد اذیت کردم و زیاد پرکار نبودم .,verbal
بدهم,بده,V_SUB_POS_1,به‌هرحال توضیحی که باید بدهم این است که کارشناسان خوب اجتماعی حاضر نیستند بیایند در تلویزیون صحبت کنند .,verbal
می‌زدم,می‌زد,V_PRS_POS_1,روزهای تعطیل من به ایشان زنگ می‌زدم و می‌گفتم این مشکل را دارم .,verbal
می‌گفتم,می‌گفت,V_PA_PRG_POS_1,روزهای تعطیل من به ایشان زنگ می‌زدم و می‌گفتم این مشکل را دارم .,verbal
می‌شدم,می‌شد,V_PA_PRG_POS_1,اینها می‌نشستند با ما صحبت می‌کردند و می‌گفتند اگر این کار را بکنی بهتر است ، و من قانع می‌شدم و بعضی جاها هم قانع نمی‌شدم ، می‌گفتند خیلی خوب ، نکن .,verbal
نمی‌شدم,نمی‌شد,V_PA_PRG_NEG_1,اینها می‌نشستند با ما صحبت می‌کردند و می‌گفتند اگر این کار را بکنی بهتر است ، و من قانع می‌شدم و بعضی جاها هم قانع نمی‌شدم ، می‌گفتند خیلی خوب ، نکن .,verbal
می‌دانم,می‌دان,V_PRS_POS_1,به خاطر حساسیت این برنامه دائما پیگیر بودند و مشکلات من را می‌دانستند و الان می‌دانم که مشکلات من مشکلات ایشان هم هست .,verbal
می‌خواهم,می‌خواه,V_PRS_POS_1,* واقعیت را اگر نگاه کنید ، مثل خود من ، من می‌خواهم بروم و در مورد موضوعی کار کنم .,verbal
بروم,برو,V_SUB_POS_1,* واقعیت را اگر نگاه کنید ، مثل خود من ، من می‌خواهم بروم و در مورد موضوعی کار کنم .,verbal
بشوم,بشو,V_SUB_POS_1,شرایط زندگی من و شرایط امروز اجازه نمی‌دهد که با آن سوژه خیلی درگیر بشوم تا جایی که تغییری در سرنوشتش ایجاد کنم .,verbal
می‌خواهم,می‌خواه,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
می‌روم,می‌رو,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
می‌گیرم,می‌گیر,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
می‌نویسم,می‌نویس,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
می‌آورم,می‌آور,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
نیستم,نیست,V_PRS_NEG_1,من در روند آن دادگاه و سرنوشت آن نوجوان هیچ دخیل نیستم .,verbal
بیدارم,بیدار,ADJ_SIM_PAFF_1,احمد : چرا زودتر بیدارم نکردی ؟,copular
روانم,روان,N_SING_COM_PAFF_1,ز مهر اندر آمد روانم به سر .,possessive
بیدارم,بیدار,N_SING_COM_PAFF_1,# عروض # !!! ای‌کاش که بیدار نمی‌گردیدم تا روز جزا ، ناگاه خروس سحری بیدارم کرد .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,* به نظرم سودمند است ، چه به لحاظ آشنا شدن نویسنده با روند اجرای اثر که ممکن است برای نوشته‌های بعدی او مفید باشد ، چه به لحاظ جلوگیری از افسردگی پیش‌رس فیلمنامه‌نویسها !,possessive
پسرم,پسر,N_SING_COM_PAFF_1,- گوش کن پسرم !,possessive
ساعتم,ساعت,N_SING_COM_PAFF_1,صاحب مغازه : [ درحالی‌که به ساعت اشاره می‌کند ] ساعتم ، هفت و ... ساعت حدود ده دقیقه به زنگ را نشان می‌دهد .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم : [ ناگهان خودش را جمع‌و‌جور می‌کند و محکم‌تر از قبل جواب می‌دهد که ] اگه بگیم روزه‌ایم مثل این که داریم چیز ... ویا ... بله ... ریا می‌کنیم ، خانم .,possessive
ذهنم,ذهن,N_SING_COM_PAFF_1,قبلا بخشی از ذهنم را معضلات اجتماعی به خود مشغول کرده بود و یکی - دو تا طرح داستانی هم نوشته بودم که به مدیر گروه دادم و همین طرحهای داستانی باعث شد که گروه اجتماعی شبکه سه بگوید که این ژانر را مستند کار کن و من هم پذیرفتم و شروع به کار کردیم .,possessive
کارم,کار,N_SING_COM_PAFF_1,می‌گفتم من که هنر خواندم ، همیشه سعی می‌کنم مسائل تاوری را جوری به کار نبرم که معلوم باشد ؛ سعی می‌کنم پشتوانه کارم باشد .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم ، مطبوعات ، خود تلویزیون و دیگر رسانه‌ها وقتی برنامه‌ای راه جدیدی را شروع می‌کند ، فقط باید حمایتش کنند .,possessive
فکرم,فکر,N_SING_COM_PAFF_1,فکرم این بود که به این وسیله یک فضای خیلی دلگیر و وهم‌آلود به وجود بیاورم و این که انسان شایسته نیست در این فضا باشد .,possessive
عموم,عمو,QUA_GEN,از‌آن‌پس ، عموم یافته‌ها بر این دلالت دارند که تماشاگران تلویزیون مذهبی را می‌توان با ویژگیهایی چون قرار داشتن در رده پایین و مذهبی بودن مشخص کرد ) بود‌نیام ، 1981 ؛ گری ، 1984 ؛ پریتچارد ، 1985 ( .,possessive
ذهنم,ذهن,N_SING_COM_PAFF_1,# مظفر جعفرپناه از تهران # # تلویزیون بازاری : علیرضا افشاری ، فرزانه همتی # موضوعی که مدتهاست ذهنم را به خود مشغول کرده ، بی‌توجهی صداوسیما به وضعیت « تولید » در کشور است ، که این امر بویژه در سریال‌ها و برنامه‌های پخش‌شده از این رسانه بشدت نمود دارد .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم آمد که این سریال سه ایراد عمده دارد : 1 - شخصیت‌پردازی آدمهای اصلی مجموعه که یک‌دست و روان نیست ؛ 2 - شوخی‌های بیش از اندازه این آدمها با هم ) به‌هرحال ما هم در محیطهایی جوانانه سالها کار کرده‌ایم و این جو را می‌شناسیم ، و این محیطها این‌گونه نیست که چند جوان به مجرد با هم بودن ، دائم با یکدیگر شوخی کنند ( .,possessive
سرم,سر,N_SING_COM_PAFF_1,!ادبی! وقتی شیطان به سرم دست کشید ، گفت : « گوش کن ؛ دیاری که می‌گویم دیاری است ملال‌آور در لیبی ، در کنار رود زایر ، و جایی که در آن نه آرامش است ، نه سکوت .,possessive
سرم,سر,N_SING_COM_PAFF_1,و من ایستادم در باتلاق ، بین نیلوفران بلند ، و باران بر سرم فرو‌می‌چکید - و نیلوفرها همگی در شکوه فلاکت خود آه می‌کشیدند .,possessive
چشمم,چشم,N_SING_COM_PAFF_1,« و چشمم به سیمای مرد افتاد ، و سیمایش رنگ‌پریده و هراسان بود .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,معارف فراوانی از قول زنان غیبگو بازگو شده ؛ و درباره اوراق نامعلومی که اطراف دودونا می‌جنبید ، از قدیم چیزهایی رازناک و مقدس نقل شده بود - اما [ ... ] همین حکایت خیال‌انگیزی که شیطان در خلوت مقبره کنارم نشست و برایم تعریف کرد ، به نظرم از همه عالیتر است .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,« پدرم هم مثل من خجالتی بود .,possessive
برادرم,برادر,N_SING_COM_PAFF_1,بعضی وقتها هم من و برادرم و بقیه خواهرهایم لباس خوب می‌پوشیدیم و به باشگاههایی که او در آنها اجرا داشت ، می‌رفتیم .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,من در کودکی هیچ‌وقت به حد کافی با پدرم نبودم ، چون او بیشتر در دریا بود .,possessive
دخترم,دختر,N_SING_COM_PAFF_1,دخترم ، کیتی می‌خواهد خواننده اپرا شود .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,پسرم هم در نمایشهای مدرسه بازی می‌کند ، اما فکر می‌کنم او در آینده هر موقعیتی را برای بازیگری رد کند » .,possessive
کارم,کار,N_SING_COM_PAFF_1,واتلی می‌گوید : « من فکر می‌کنم که بیشتر وقتم صرف کارم می‌شود ؛ بنابراین ازدواجم با یک هنرپیشه درست بود ، چون همدیگر را خوب می‌فهمیم و احساسات هم را درک می‌کنیم .,possessive
شغلم,شغل,N_SING_COM_PAFF_1,» زمانی که خبرنگار نشریه « کاندیز » برای مصاحبه به خانه کوین می‌رود ، متوجه می‌شود که خانواده‌اش در مورد مصاحبه با او بحث زیادی داشته‌اند و او را از قبول مصاحبه منع کرده‌اند : « آنها همیشه در این مورد و این که من راجع‌به خودم و شغلم مصاحبه کنم ، با من بحث می‌کنند ، ولی من فکر می‌کنم که با این کار خودم را کوچک نکرده‌ام .,possessive
کارم,کار,N_SING_COM_PAFF_1,بیشتر بازیگران پرمدعا در مورد سختی‌ای که در ایفای نقش می‌کشند ، صحبت می‌کنند ، اما کوین واتلی در خصوص خود و شیوه بازیگری‌اش چنین می‌گوید : « من بازیگری نیستم که در کارم روش خاصی داشته باشم ، فکر می‌کنم شما برای بازیگری باید چشم سومی داشته باشید و به کمک آن عقب بایستید و به نقشی که اجرا می‌کنید ، بی‌طرفانه نگاه کنید » .,possessive
فکرم,فکر,V_PRE_NC_1,[ مکث ] [ به یکی از خانمها ] ببخشید خانم ، تو فکرم که این یارو رو تحویل کلانتری بدم ؛ شنیدین که چه شلوغ‌بازاری راه انداخت .,verbal
کارم,کار,N_SING_COM_PAFF_1,بعدش که کارم تموم شد .,possessive
عموم,عمو,QUA_GEN,شرکتهای فیلمسازی کوچک برای فیلمی که به معرض نمایش می‌گذارند ، اغلب دلایل کافی دارند و معمولا فیلم ساخته‌شده بر عموم مردم تاثیر دارد .,possessive
عموم,عمو,QUA_GEN,زمانی که تهیه‌کننده فیلم دست به ساخت فیلمی درباره طبقه ثروتمند جامعه می‌زند ، معمولا با مشکلات تصویری روبه‌رو می‌شود و تصویر کم می‌آورد ، نه موقعی که دست به ساخت فیلمی درباره عموم مردم می‌زند .,possessive
عموم,عمو,QUA_GEN,توانایی افراد در درک برنامه‌های تلویزیونی و فیلم‌های سینمایی روزبه‌روز بیشتر از پیش می‌شود و عموم مردم به قید‌و‌بند صنعت و تکنیک فیلمسازی توجه روزافزونی از خود نشان می‌دهند .,possessive
عموم,عمو,QUA_GEN,در این مورد نه‌تنها هیچ لطمه‌ای به برنامه‌های تلویزیونی وارد نمی‌شود ، بلکه روزبه‌روز طرفداران بیشتری پیدا می‌کند و مورد پسند عموم افراد جامعه قرار می‌گیرد .,possessive
عموم,عمو,QUA_GEN,هیچ کدام از مربیان تربیتی به طور کامل متوجه این نخواهند شد که چه مواردی را برای ساختن فیلم در نظر بگیرند ، و مسلما این سوال وجود دارد که آیا فیلم‌های سینمایی و تلویزیونی می‌توانند جوابگوی نیازهای عموم مردم جامعه باشند .,possessive
استادم,استاد,N_SING_COM_PAFF_1,از دوران نوجوانی کار بازیگری را نزد استادم گلاب آدینه شروع کردم و بعد این رشته را در دانشگاه ادامه دادم .,possessive
عموم,عمو,QUA_GEN,عموم مردم شیفته تماشای خویش‌اند .,possessive
زبانم,زبان,N_SING_COM_PAFF_1,نمی‌دانم چرا با دیدن این مکان دائم یک بیت شعر بر زبانم جاری می‌شود : !!! یادم کن تا هستم تو ای نگار آسمانی - با یادت سرمستم تو ای امید زندگانی !!! .,possessive
کارم,کار,N_SING_COM_PAFF_1,من خودم روز اولی که به کار هنر قدم گذاشتم یه کشیده محکم خوردم و کارم رو ازم گرفتن .,possessive
دستم,دست,N_SING_COM_PAFF_1,من وقتی اومدم دیدم این نمی‌تونه بخونه ، معلم هم عصبانی و من دستم رو بالا کردم .,possessive
دستم,دست,N_SING_COM_PAFF_1,شب جمعه رفتیم تو سفارت و توی صحنه و پرده رو نیمه‌باز کردن که دستم رو یکی گرفت و گفت نمی‌خواد بخونی .,possessive
صورتم,صورت,N_SING_COM_PAFF_1,دنگی زد تو صورتم .,possessive
سرم,سر,N_SING_COM_PAFF_1,همین که سرم پایین بود ، یکی زد تخت سینه‌ام : پسر کجایی !,possessive
سرم,سر,N_SING_COM_PAFF_1,سرم رو بلند کردم ، دیدم آقای گرمسیری یه .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,آثار تولیدشده به نظرم قابل اعتنا نیست و چیز تازه‌ای در این زمینه نمی‌شنوم .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,بعد مساله شغل است که به نظرم خیلی روی این قضیه فکر درستی نکرده‌ایم .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,* با توجه به اطلاعاتی که ما از کل مملکت داریم به نظرم توفیق زیادی داشته ؛ یعنی این که یکی از موفق‌ترین شبکه‌های سازمان در ارتباط با جوانان شبکه سه است .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,تا اینجای کار ... * من به نظرم می‌رسد که بهتر است تا پایان کار دیده بشود .,possessive
مادرم,مادر,N_SING_COM_PAFF_1,وحید در این باره می‌گوید : « عشق را از مادرم و غرور را از پدرم آموختم .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,وحید در این باره می‌گوید : « عشق را از مادرم و غرور را از پدرم آموختم .,possessive
فیلمم,فیلم,N_SING_COM_PAFF_1,برای مثال ، آخرین فیلمم « سوار بی‌سر » را هنگام ساخت فیلمی صامت در نظر گرفته بودم .,possessive
عموم,عمو,N_SING_GR,!فضایی! # نمایشگاه عکسهای فضایی # نمایشگاهی از آثار عکاسان فضانورد در محل موزه هنرهای معاصر سیدنی استرالیا به نمایش عموم در‌آمده است .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم ، این کار برای نوجوانانی که این مسائل و مشکلات را در زندگیشان دارند ، بسیار مفید و موثر است و آنها می‌توانند با سمبل قرار دادن شخصیتی به نام سحر به الگوی مناسبی در زندگی برسند و به نوعی همذات‌پنداری کنند .,possessive
عموم,عمو,QUA_GEN,لذا از عموم علاقمندان دعوت می‌شود جهت کسب اطلاع بیشتر از مشخصات ساختمانها و هماهنگی جهت رویت آنها در ساعات اداری حداکثر تا 31 / 6 / 79 با شماره تلفنهای 23164 و 27235 ـ تماس حاصل نمایند .,possessive
عموم,عمو,N_SING_GR,در شب‌های پنجشنبه و جمعه هر هفته فیلم‌های سینمایی در همین محل دایر است که ورود برای عموم آزاد می‌باشد .,possessive
کارم,کار,N_SING_COM_PAFF_1,در هر نفسی به جان رسد کارم .,possessive
دستم,دست,N_SING_COM_PAFF_1,هیچ وز حاصل عمر چیست در دستم .,possessive
بدنم,بدن,N_SING_COM_PAFF_1,# نمونه‌ای از رباعیات وی # مرغ باغ ملکوتم نیم از عالم خاک ، چند روزی قفسی ساخته‌اند از بدنم ، جان که از عالم علویست یقین می‌دانم ، رخت خود باز برآنم که همانجا فگنم ، مانده‌ام سخت عجب کز چه سبب ساخت مرا ، یا چه بودست مراد وی ازین ساختنم ، از کجا آمده‌ام آمدنم بهر چه بود ، به کجا می‌روم * آخر ننمایی وطنم ، * روزها فکر من این است و همه شب سخنم ، که چرا فارغ از احوال دل خویشتنم !!! .,possessive
چشمم,چشم,N_SING_COM_PAFF_1,# مولوی # !!! دیر می زدم من ، که یکی ز در درآمد ، که : درآ درآ عراقی ، که تو خاص از آن مایی ، به قمارخانه رفتم ، همه پاکباز دیدم ، چو به صومعه رسیدم ، همه زاهد ریایی ، به طواف کعبه رفتم ، به حرم رهم ندادند ، که برون در چه کردی ، که درون خانه آیی ، به کدام مذهبست این ، به کدام ملتست این ، که کشند عاشقی را ، که تو عاشقم چرایی ، سر برگ گل ندارم ، به چه رو روم به گلشن ، که شنیده‌ام ز گل‌ها ، همه بوی بی‌وفایی ، به امید آن که شاید ، تو به چشم من در‌آیی ، در گلستان چشمم ، ز چه رو همیشه بازست ، که میان سنبلستان ، چرد آهوی ختایی ، مژه‌ها و چشم یارم ، به نظر چنان نماید ، که رقیب در‌نیاید ، به بهانه گدایی ، همه شب نهاده‌ام سر ، چو سگان بر آستنانت ، چه کنم که هست اینها ، گل خیر آشنایی زد و دیده خون فشانم ، ز غمت شب جدایی !!! .,possessive
"""پسرم",پسر,N_SING_COM_PAFF_1,"""""صاف می‌کرد و می‌گفت : """""""" بیا پسرم ، تعریف کن ببینم ."""";"";;;",possessive
دستم,دست,N_SING_COM_PAFF_1,حرفش را بریدم که : از درکه وارد شدم سیگار دستم بود و زورم آمد سلام کنم .,possessive
دستم,دست,N_SING_COM_PAFF_1,رایس فرهنگ که اجازه نشستن داد ، نگاهش لحظه‌ای روی دستم مکث کرد و بعد چیزی را که می‌نوشت تمام کرد و می‌خواست متوجه من بشود که رونویس حکم را روی میزش گذاشته بودم .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,نه پسرم نه پدرم واسه این نیست .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,نه پسرم نه پدرم واسه این نیست .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,تو که نبودی پسرم .,possessive
کارم,کار,N_SING_COM_PAFF_1,همه کارم ز خودکامی به بد‌نامی کشید آخر .,possessive
زبانم,زبان,N_SING_COM_PAFF_1,یک حرف و دو حرف بر زبانم .,possessive
دستم,دست,N_SING_COM_PAFF_1,دستم بگرفت و پا به پا برد .,possessive
امیدم,امید,V_PRE_NC_1,# احمد شاملو # نمونه‌ای از اشعار وی عبارتست از : !!! غم دل به دوست گفتن چه خوشست ، شهریارا ز نوای مرغ یا حق بشنو ، که در دل شب به پیام آشنایی بنوازد ، آشنا را همه شب در این امیدم ، که نسیم صبحگاهی که سان غیب خوشتر .,verbal
زنم,زن,V_SUB_POS_1,بنوازد این نوا را چه زنم چونای هر دم ، ز نوای شوق او دم که ز جان ما بگردان .,verbal
